PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,taxi_demand
-0.7401659348445435,0.7514665598026915,-3.4322430219979214,-0.8332145357520603,0.25295188530936563,-2.603440805935481,1.9230664752654758,-0.68463632888963,-0.6292456018480234,0.9387771718443887,3606
-0.2713539254523801,0.7361611256654575,-3.3772039671543213,-1.2246208672145567,0.220794827728875,-2.535692663239647,1.9629848470379376,-0.671889682238837,-0.6317604372608862,0.9095782310122429,4300
0.04150782110837286,0.7330537818193914,-3.3574118792276897,-1.4658076858035716,0.22072589688304783,-2.5525842868439548,1.9942045864920008,-0.678826438002358,-0.646390171169837,0.9475117469132233,4161
0.2610203949489139,0.7319862026779516,-3.3729338050162574,-1.4742469070819406,0.22881122596658565,-2.586734181102564,2.013431746335541,-0.6913803958273207,-0.6637403130414041,1.0005996023907864,4322
0.5902887560668602,0.7258258561317319,-3.386525877086353,-1.421307493952271,0.23185041460960104,-2.6072613910750753,2.0274472697256445,-0.7012790084559415,-0.6774429933375734,1.0425931302983877,4519
0.8085996144979855,0.7204195969450429,-3.3969228135335747,-1.398417215898809,0.22858605797313408,-2.607930859918636,2.041474374597906,-0.7064080536162913,-0.6880960631965412,1.0662189115849854,4793
1.047068227946844,0.7098621501488273,-3.4125755081738443,-1.254758250327645,0.21636076916918306,-2.5806989797383078,2.0453792046598562,-0.7060280318481826,-0.6924868232880104,1.0655914247988651,4758
1.2339569883967927,0.7020440348546166,-3.464100789395317,-0.8733626017279064,0.21762030334654542,-2.586469426607611,2.03693342212215,-0.7147707479652352,-0.7015519324049246,1.093057323318788,4956
1.492703897861564,0.6789628076050437,-3.5157946360703387,-0.30313000031236564,0.18549762290876054,-2.494911581090455,2.0131278385253353,-0.703138874279557,-0.6932812972105269,1.0402612268088625,5351
1.78294314016191,0.6645536755806568,-3.5318041072568636,-0.04589473826720424,0.17122666418778987,-2.4590523121780414,2.0035524313103585,-0.7011197376001457,-0.6919582392512833,1.0280288271791957,5368
